,Date,Price,Signal1,Signal2,Signal3,Signal4,Signal5,Signal6,Signal7
772,2013-11-06,1770.49,1096.49,1246.86,1281.548,728.061,1282.025,2728.8,5273.178
773,2013-11-05,1762.97,1096.97,1247.418,1281.831,732.675,1284.233,2728.8,5277.804
774,2013-11-04,1767.93,1109.93,1240.956,1285.288,731.291,1286.439,2728.8,5274.629
775,2013-11-01,1761.64,1111.64,1233.108,1285.882,728.722,1288.643,2712.8,5273.635
776,2013-10-31,1756.54,1114.54,1230.786,1286.778,730.874,1290.844,2728.8,5287.768
777,2013-10-30,1763.31,1113.31,1228.554,,725.102,1288.179,2744.8,5293.973
778,2013-10-29,1771.95,1113.95,1234.908,1287.093,726.669,1285.516,2744.8,5282.57
779,2013-10-28,1762.11,1112.11,1232.946,,729.128,1287.714,2744.8,5291.204
780,2013-10-25,1759.77,1117.77,1246.518,1288.377,744.869,1289.91,2760.8,5291.943
781,2013-10-24,1752.07,1102.07,1246.059,1284.607,740.614,1287.25,2776.8,5311.428
782,2013-10-23,1746.38,1088.38,1230.543,1281.347,723.481,,2776.8,5328.993
783,2013-10-22,1754.67,1104.67,1246.275,1285.657,741.074,1286.786,2760.8,5297.638
784,2013-10-21,1744.66,1102.66,1239.597,1285.293,739.498,1288.976,2776.8,5319.606
785,2013-10-18,1744.5,1094.5,1218.267,1283.445,717.385,1286.321,2776.8,5335.567
786,2013-10-17,1733.15,1091.15,1228.356,1282.735,730.153,1288.509,2776.8,5337.628
787,2013-10-16,1721.54,1071.54,1242.63,1277.956,,1285.856,2776.8,5341.127
788,2013-10-15,1698.06,1056.06,1247.517,1274.136,746.825,1288.042,2792.8,5368.799
789,2013-10-14,1710.14,1076.14,1261.503,1279.417,762.936,1290.225,2776.8,5334.782
790,2013-10-11,1703.2,1061.2,1256.886,1275.828,755.122,1287.574,2776.8,5346.303
791,2013-10-10,1692.56,1058.56,1261.377,1275.289,763.106,1289.755,2760.8,5341.389
792,2013-10-09,1656.4,1030.4,1263.879,1268.204,769.388,1291.934,2744.8,5363.333
793,2013-10-08,1655.45,1021.45,1258.569,1266.143,760.98,1289.285,2744.8,5369.335
794,2013-10-07,1676.12,1050.12,1238.607,1273.63,748.019,1291.461,2744.8,5359.615
795,2013-10-04,1690.5,1056.5,1245.555,1275.507,750.108,1288.815,2728.8,5332.022
796,2013-10-03,1678.66,1036.66,1235.511,1270.653,737.639,1286.171,2728.8,5352.129
797,2013-10-02,1693.87,1059.87,1232.694,1276.746,739.362,1288.345,2712.8,5326.306
798,2013-10-01,1695.0,1053.0,1227.258,1275.224,730.839,1285.703,2696.8,5320.339
799,2013-09-30,1681.55,1031.55,1224.099,1269.952,724.266,1283.064,2696.8,5337.413
800,2013-09-27,1691.75,1049.75,1219.275,1274.762,724.266,1285.235,2680.8,5317.969
801,2013-09-26,1698.67,1048.67,1217.052,1274.729,718.494,1282.598,2680.8,5314.045
802,2013-09-25,1692.77,1050.77,1212.525,1275.398,718.747,1284.767,2696.8,5330.506
803,2013-09-24,1697.42,1047.42,1217.934,1274.782,719.52,1282.132,2712.8,5333.675
804,2013-09-23,1701.84,1059.84,1221.417,1278.109,726.641,1284.298,2712.8,5324.378
805,2013-09-20,1709.91,1075.91,1218.897,1282.377,728.615,1286.462,2712.8,5315.509
806,2013-09-19,1722.34,1096.34,1214.784,1287.772,729.22,1288.623,2712.8,5303.366
807,2013-09-18,1725.52,1091.52,1209.825,1286.783,721.099,1285.991,2728.8,5315.051
808,2013-09-17,1704.76,1062.76,1186.506,1279.614,697.221,1283.361,2728.8,5353.185
809,2013-09-16,1697.6,1047.6,1178.568,1275.953,686.539,1280.734,2728.8,5367.257
810,2013-09-13,1687.99,1045.99,1162.737,1275.657,677.08,1282.892,2712.8,5375.167
811,2013-09-12,1683.42,1049.42,1148.526,1276.662,669.008,1285.049,2728.8,5396.946
812,2013-09-11,1689.13,1047.13,1146.33,1276.325,663.25,1282.423,2712.8,5384.253
813,2013-09-10,1683.99,1049.99,1139.751,1277.181,661.727,1284.577,2712.8,5391.407
814,2013-09-09,1671.71,1045.71,1181.781,1276.189,701.949,1286.728,2712.8,5372.479
815,2013-09-06,1655.17,1021.17,1186.821,1270.09,702.409,1284.106,2712.8,5387.076
816,2013-09-05,1655.08,1029.08,1174.23,1272.25,695.723,1286.254,2712.8,5393.285
817,2013-09-04,1653.08,1019.08,1185.3,1269.914,701.364,1283.634,2712.8,5389.212
818,2013-09-03,1639.77,1013.77,1180.854,1268.646,701.674,1285.78,2712.8,5403.071
819,2013-08-30,1632.97,998.97,1183.311,1265.063,699.916,1283.162,2728.8,5419.691
820,2013-08-29,1638.17,996.17,1212.264,1264.592,720.932,1280.546,2728.8,5396.131
821,2013-08-28,1634.96,984.96,1221.624,1261.94,725.111,1277.933,2728.8,5394.407
822,2013-08-27,1630.48,972.48,1215.27,1258.957,715.783,1275.322,2744.8,5414.74
823,2013-08-26,1656.78,1006.78,1216.08,1267.97,720.614,1277.466,2744.8,5385.373
824,2013-08-23,1663.5,1005.5,1217.151,1267.9,717.669,1274.857,2760.8,5389.406
825,2013-08-22,1656.96,1006.96,1224.792,1268.383,728.375,1276.998,2760.8,5388.178
826,2013-08-21,1642.8,1000.8,1221.642,1266.882,729.801,1279.137,2760.8,5401.993
827,2013-08-20,1652.35,1018.35,1209.33,1271.549,723.344,1281.273,2744.8,5388.414
828,2013-08-19,1646.06,1004.06,1224.783,1268.093,732.773,1278.667,2744.8,5385.543
829,2013-08-16,1655.83,1021.83,1226.367,1272.82,738.271,1280.801,2744.8,5372.166
830,2013-08-15,1661.32,1035.32,1231.191,1276.433,746.558,1282.932,2760.8,5370.832
831,2013-08-14,1685.39,1051.39,1226.142,1280.892,738.348,1280.328,2760.8,5351.733
832,2013-08-13,1694.16,1068.16,1221.543,1285.365,738.525,1282.457,2744.8,5333.627
833,2013-08-12,1689.47,1071.47,1231.083,1286.329,750.873,1284.584,2728.8,5319.208
834,2013-08-09,1691.42,1081.42,1237.032,1289.024,760.131,1286.708,2728.8,5310.625
835,2013-08-08,1697.48,1095.48,1257.174,1292.793,781.613,1288.83,2712.8,5278.1
836,2013-08-07,1690.91,1080.91,1245.213,1289.264,767.45,1286.228,2712.8,5294.43
837,2013-08-06,1697.37,1095.37,1250.91,1293.139,776.495,1288.347,2712.8,5281.498
838,2013-08-05,1707.14,1113.14,1256.868,1297.881,785.765,1290.464,2696.8,5255.071
839,2013-08-02,1709.67,1107.67,1243.638,1296.732,770.505,1287.864,2680.8,5253.196
840,2013-08-01,1706.87,1112.87,1244.241,1298.188,775.162,1289.979,2664.8,5243.055
841,2013-07-31,1685.73,1083.73,1230.138,1290.841,759.145,1287.382,2664.8,5275.473
842,2013-07-30,1685.96,1091.96,1227.69,1293.088,761.171,,2648.8,5264.43
843,2013-07-29,1685.33,1099.33,1234.035,1295.109,770.776,1291.603,2648.8,5258.13
844,2013-07-26,1691.65,1113.65,1212.75,1298.951,756.562,1293.71,2648.8,5264.11
845,2013-07-25,1690.25,1120.25,1223.136,1300.771,769.651,1295.815,2632.8,5245.767
846,2013-07-24,1685.94,1123.94,1218.438,1301.827,769.735,1297.917,2648.8,5260.838
847,2013-07-23,1692.39,1122.39,1213.2,1301.706,761.352,1295.322,2664.8,5269.53
848,2013-07-22,1695.53,1133.53,1224.648,1304.717,775.36,1297.422,,5255.893
849,2013-07-19,1692.09,1122.09,1237.608,1302.0,782.676,1294.829,2664.8,5251.77
850,2013-07-18,1689.37,1111.37,1237.383,1299.472,778.618,1292.239,2680.8,5266.128
851,2013-07-17,1680.91,1094.91,1229.031,1295.435,767.548,1289.651,2680.8,5281.908
852,2013-07-16,1676.26,1098.26,1216.377,1296.397,760.763,1291.748,2680.8,5292.894
853,2013-07-15,1682.5,1096.5,1217.979,1296.224,758.28,1289.163,2680.8,5287.022
854,2013-07-12,1680.19,1086.19,1214.685,1293.802,751.571,,2680.8,5293.128
855,2013-07-11,1675.02,1073.02,,1290.626,747.511,1283.998,2696.8,5309.946
856,2013-07-10,1652.62,1042.62,1213.479,1282.909,742.798,1281.419,2696.8,5334.525
857,2013-07-09,1652.32,1034.32,1209.357,1281.012,735.372,1278.843,2696.8,5339.208
858,2013-07-08,1640.46,1014.46,1199.925,1276.067,723.359,1276.269,2680.8,5349.182
859,2013-07-05,1631.89,997.89,1194.282,1271.988,714.617,1273.697,2696.8,5373.213
860,2013-07-03,1615.41,989.41,1201.734,1269.818,725.187,1275.792,2696.8,5381.954
861,2013-07-02,1614.08,980.08,1188.315,1267.646,709.725,1273.223,2712.8,5404.217
862,2013-07-01,1614.96,972.96,1169.883,1266.056,689.929,1270.655,2696.8,5407.809
863,2013-06-28,1606.28,956.28,1170.333,1261.941,686.447,1268.091,2696.8,5417.682
864,2013-06-27,1613.2,955.2,1168.227,1261.947,680.756,1265.528,2696.8,5413.754
865,2013-06-26,1603.26,937.26,1168.812,1257.497,677.39,1262.968,2696.8,5424.792
866,2013-06-25,1588.03,930.03,1167.408,1255.644,680.305,1265.06,2680.8,5428.522
867,2013-06-24,1573.09,923.09,1165.05,1253.865,682.395,1267.15,2680.8,5442.637
868,2013-06-21,1592.43,950.43,1157.571,1261.16,680.056,1269.238,2664.8,5416.09
869,2013-06-20,1588.19,954.19,1166.751,1262.213,692.124,1271.323,2648.8,5401.357
870,2013-06-19,1628.93,986.93,1160.199,1271.184,682.585,1268.765,2648.8,5366.761
871,2013-06-18,1651.81,1017.81,1144.485,1279.43,673.118,1270.847,2648.8,5352.511
872,2013-06-17,1639.04,1013.04,1170.891,1278.226,,1272.928,2632.8,5334.109
873,2013-06-14,1626.73,992.73,1158.723,1273.14,685.692,1270.372,2632.8,5356.546
874,2013-06-13,1636.36,1010.36,1168.587,1277.876,698.357,1272.45,2632.8,5337.439
875,2013-06-12,1612.52,978.52,1157.526,1269.726,684.912,1269.896,2632.8,5370.633
876,2013-06-11,1626.13,1000.13,1158.336,1275.519,689.741,1271.972,2632.8,5353.963
877,2013-06-10,1642.81,1024.81,1169.829,1282.132,703.819,1274.045,2632.8,5326.637
878,2013-06-07,1643.38,1033.38,1183.005,1284.465,719.357,1276.115,2648.8,5324.216
879,2013-06-06,1622.56,1004.56,1168.749,1277.108,703.142,1273.564,2632.8,5346.674
880,2013-06-05,1608.9,982.9,1161.243,1271.652,692.77,1271.015,2632.8,5367.182
881,2013-06-04,1631.38,1013.38,1159.713,1279.814,695.573,1273.083,2616.8,5333.304
882,2013-06-03,1640.42,1014.42,1149.192,1280.402,682.586,,2616.8,5333.269
883,2013-05-31,1630.74,996.74,1151.253,1276.004,680.498,1267.993,2616.8,
884,2013-05-30,1654.41,1012.41,1136.844,1280.493,664.139,1265.451,2600.8,5321.118
885,2013-05-29,1648.36,998.36,1131.3,1277.063,655.46,1262.911,2584.8,5322.646
886,2013-05-28,1660.06,1002.06,1115.685,1278.366,638.05,1260.374,2584.8,5323.617
887,2013-05-24,1649.6,999.6,1110.636,1277.757,637.796,1262.44,2584.8,5335.215
888,2013-05-23,1650.51,992.51,1084.104,1276.183,610.916,1259.905,2584.8,5354.798
889,2013-05-22,1655.35,1005.35,1100.376,1279.658,629.145,1261.968,2600.8,5345.869
890,2013-05-21,1669.16,1011.16,1088.73,1281.531,615.167,1259.435,2600.8,5341.929
891,2013-05-20,1666.29,1000.29,1073.754,1278.948,598.298,1256.905,2600.8,5357.063
892,2013-05-17,1667.47,993.47,1035.81,1277.447,561.502,1254.377,2616.8,5394.611
893,2013-05-16,1650.47,984.47,1040.355,1275.083,569.56,1256.437,2600.8,
894,2013-05-15,1658.78,1000.78,1064.358,1279.489,594.501,1258.496,2600.8,5367.96
895,2013-05-14,1650.34,1000.34,1082.7,1279.412,614.535,1260.552,2584.8,5350.793
896,2013-05-13,1633.77,975.77,1066.644,1273.156,596.72,1258.026,,5370.436
897,2013-05-10,1633.7,967.7,1074.933,1271.317,600.032,1255.502,2568.8,5366.104
898,2013-05-09,1626.67,952.67,1070.55,1267.613,592.346,1252.981,2552.8,5367.834
899,2013-05-08,1632.69,950.69,,1267.407,573.266,1250.462,2568.8,5385.954
900,2013-05-07,1625.96,951.96,1067.625,1267.781,590.043,1252.515,2584.8,5389.751
901,2013-05-06,1617.5,935.5,1068.453,1263.69,586.879,1249.998,2584.8,5399.167
902,2013-05-03,1614.42,940.42,1068.543,,591.076,1252.049,2584.8,5399.734
903,2013-05-02,1597.59,931.59,1078.128,1262.698,603.52,1254.098,2568.8,5397.206
904,2013-05-01,1582.7,908.7,1076.706,1256.872,598.403,,2584.8,5424.669
905,2013-04-30,1597.57,931.57,1089.369,1263.045,613.525,1253.63,2568.8,5388.209
906,2013-04-29,1593.61,935.61,1105.956,1264.156,632.059,1255.674,2584.8,5387.734
907,2013-04-26,1582.24,932.24,1114.218,1263.273,643.361,1257.715,2584.8,5390.67
908,2013-04-25,1585.16,927.16,1090.134,1262.233,618.55,1255.203,2568.8,5396.695
909,2013-04-24,1578.79,912.79,1078.29,1258.693,604.374,1252.693,2568.8,5413.175
910,2013-04-23,1578.78,904.78,1064.241,1256.864,588.279,1250.185,2568.8,5424.902
911,2013-04-22,1562.5,896.5,1065.528,1254.651,593.515,1252.224,2568.8,5437.804
912,2013-04-19,1555.25,897.25,1076.067,1254.868,606.798,1254.261,2568.8,5434.97
913,2013-04-18,1541.61,875.61,1066.041,1249.36,594.197,1251.756,2568.8,5457.428
914,2013-04-17,1552.01,878.01,1049.589,1250.337,576.003,,2552.8,5450.517
915,2013-04-16,1574.57,908.57,1040.103,1258.599,571.867,1251.287,2552.8,5432.402
916,2013-04-15,1552.36,894.36,1045.422,1254.774,580.609,1253.319,2552.8,5448.313
917,2013-04-12,1588.85,922.85,1038.222,1262.805,570.459,1250.818,2552.8,5418.617
918,2013-04-11,1593.37,935.37,1031.643,1266.202,568.848,1252.847,2536.8,5406.446
919,2013-04-10,1587.73,921.73,1020.123,1262.853,554.935,1250.348,2536.8,5422.035
920,2013-04-09,1568.61,910.61,1030.203,,567.822,1252.376,2536.8,5431.389
921,2013-04-08,1563.07,897.07,1021.914,1256.53,556.719,1249.879,2536.8,5444.534
922,2013-04-05,1553.28,879.28,1012.482,1252.051,544.619,1247.385,2552.8,5472.77
923,2013-04-04,1559.98,877.98,1030.752,1252.038,556.642,1244.893,2552.8,5454.322
924,2013-04-03,1553.69,879.69,1042.2,1252.505,570.726,1246.918,2536.8,5439.826
925,2013-04-02,1570.25,904.25,1041.714,1259.166,574.418,1248.94,2520.8,5411.184
926,2013-04-01,1562.17,888.17,1023.57,1255.148,554.726,1246.45,,5434.082
927,2013-03-28,1569.19,887.19,1026.765,1255.225,553.623,1243.963,2520.8,5426.297
928,2013-03-27,1562.85,888.85,1026.504,1255.678,557.509,1245.983,2520.8,5430.397
929,2013-03-26,1563.77,881.77,1029.897,1254.1,556.579,1243.498,2520.8,5428.564
930,2013-03-25,1551.69,861.69,1029.438,1248.991,552.293,1241.015,2520.8,5442.548
931,2013-03-22,1556.89,858.89,1045.701,1248.575,562.583,1238.534,2520.8,5427.001
932,2013-03-21,1545.8,855.8,1058.994,1247.732,578.288,1240.551,2520.8,5425.908
933,2013-03-20,1558.71,860.71,1049.373,1249.414,566.016,1238.073,2504.8,5411.611
934,2013-03-19,1548.34,842.34,1045.728,1244.765,558.953,1235.597,2504.8,5426.216
935,2013-03-18,1552.1,838.1,1045.782,1243.959,555.116,1233.123,2504.8,5423.977
936,2013-03-15,1560.7,854.7,1045.269,1248.472,558.784,1235.138,2488.8,5403.316
937,2013-03-14,1563.23,865.23,1056.483,1251.334,572.682,1237.151,2488.8,5390.103
938,2013-03-13,1554.52,864.52,1070.676,1251.132,589.183,1239.161,2488.8,5385.93
939,2013-03-12,1552.48,870.48,1078.353,1252.748,600.0,1241.169,2504.8,5389.871
940,2013-03-11,1556.22,882.22,1081.233,1255.939,606.632,1243.175,2504.8,5381.558
941,2013-03-08,1551.18,869.18,1056.807,1252.736,581.432,1240.703,2488.8,5396.142
942,2013-03-07,1544.26,854.26,1051.614,1249.018,573.015,1238.234,2488.8,5408.447
943,2013-03-06,1541.46,859.46,1056.447,1250.424,581.351,1240.237,2488.8,5405.241
944,2013-03-05,1539.79,,1056.735,1248.138,577.719,1237.769,2472.8,5398.256
945,2013-03-04,1525.2,827.2,1050.075,1242.321,568.019,1235.304,2472.8,5419.321
946,2013-03-01,1518.2,828.2,1051.596,1242.575,573.463,1237.305,2472.8,5422.756
947,2013-02-28,1514.68,816.68,1052.001,1239.78,569.933,1234.843,2472.8,5427.536
948,2013-02-27,1515.99,809.99,1049.427,1238.306,563.801,1232.382,2472.8,5429.689
949,2013-02-26,1496.94,782.94,1040.931,1231.258,552.493,1229.924,2472.8,5456.587
950,2013-02-25,1487.85,765.85,1033.083,1226.934,541.75,1227.468,2472.8,5473.053
951,2013-02-22,1515.6,785.6,1020.069,1232.701,526.491,1225.014,2472.8,5456.513
952,2013-02-21,1502.42,780.42,1021.284,1231.256,531.665,1227.012,2456.8,5456.364
953,2013-02-20,1511.95,797.95,1032.3,1236.035,545.408,1229.008,2456.8,5436.234
954,2013-02-19,1530.94,808.94,1024.821,1239.41,534.983,1226.557,2440.8,5414.362
955,2013-02-15,1519.79,805.79,1025.568,1238.52,539.749,1228.55,2440.8,5422.528
956,2013-02-14,1521.38,799.38,1000.008,1237.124,513.51,1226.101,2424.8,5431.501
957,2013-02-13,1520.33,806.33,1005.138,1239.003,522.107,1228.092,2408.8,5416.318
958,2013-02-12,1519.43,813.43,999.864,1240.924,521.605,1230.081,2408.8,5418.72
959,2013-02-11,1517.01,803.01,986.751,1238.427,506.244,1227.634,2392.8,5422.481
960,2013-02-08,1517.93,795.93,966.519,1236.847,484.651,1225.189,2392.8,5438.216
961,2013-02-07,1509.39,779.39,959.922,1232.666,474.985,1222.746,2392.8,5453.267
962,2013-02-06,1512.12,790.12,966.114,1235.583,484.51,1224.733,2392.8,5443.517
963,2013-02-05,1511.29,781.29,952.902,1233.522,469.052,1222.292,2392.8,5455.799
964,2013-02-04,1495.71,773.71,964.53,1231.398,483.336,1224.277,2408.8,5470.299
965,2013-02-01,1513.17,799.17,960.984,1238.373,484.338,1226.258,2408.8,5453.083
966,2013-01-31,1498.11,792.11,952.677,1236.39,481.171,1228.238,2408.8,5471.948
967,2013-01-30,1501.96,787.96,933.831,1235.617,460.772,1225.8,2424.8,5493.79
968,2013-01-29,1507.84,801.84,956.637,1239.404,484.849,1227.777,2424.8,5468.456
969,2013-01-28,1500.18,802.18,958.221,1239.457,490.342,1229.752,2440.8,5482.529
970,2013-01-25,1502.96,812.96,1000.287,1242.39,531.3,1231.724,,5445.84
971,2013-01-24,1494.82,796.82,1015.479,1238.308,540.721,1229.288,2440.8,5444.176
972,2013-01-23,1494.81,804.81,1009.386,1240.47,539.494,1231.258,,5446.329
973,2013-01-22,1492.56,794.56,992.907,1238.013,521.164,1228.824,2440.8,5462.519
974,2013-01-18,1485.98,795.98,1006.974,1238.359,537.603,1230.792,2440.8,5456.123
975,2013-01-17,1480.94,798.94,990.918,1239.129,527.639,1232.758,2424.8,5460.8
976,2013-01-16,1472.63,782.63,997.767,1234.993,529.753,1230.326,2424.8,5465.547
977,2013-01-15,1472.34,790.34,1018.179,1237.075,551.761,1232.289,2424.8,5448.07
978,2013-01-14,1470.68,780.68,1013.292,1234.778,543.588,1229.86,2440.8,5464.98
979,2013-01-11,1472.05,790.05,999.954,1237.32,536.002,1231.82,2456.8,5481.225
980,2013-01-10,1472.12,798.12,993.06,1239.501,534.065,1233.779,2440.8,5473.928
981,2013-01-09,1461.02,795.02,1018.692,1238.586,560.66,1235.735,2440.8,5463.296
982,2013-01-08,1457.15,783.15,1021.428,1235.674,559.173,1233.308,2440.8,5466.675
983,2013-01-07,1461.89,795.89,1018.116,1239.15,560.38,1235.262,2424.8,5452.006
984,2013-01-04,1466.47,808.47,1044.819,1242.583,587.927,1237.213,2424.8,5424.842
985,2013-01-03,1459.37,793.37,1033.974,1238.773,574.523,1234.788,2408.8,5431.694
986,2013-01-02,1462.42,804.42,1049.904,1241.782,592.621,1236.737,2424.8,5424.172
987,2012-12-31,1426.19,760.19,1035.09,1229.874,575.731,1234.314,2424.8,5473.163
988,2012-12-28,1402.43,728.43,1030.509,1221.425,567.823,1231.893,2424.8,5501.955
989,2012-12-27,1418.1,736.1,1029.465,1223.938,563.02,1229.475,,5488.643
990,2012-12-26,1419.83,729.83,1036.494,1222.576,565.307,1227.058,2424.8,5483.157
991,2012-12-24,1426.66,744.66,1039.311,1226.634,571.896,1229.005,,5471.758
992,2012-12-21,1430.15,756.15,1045.773,1229.764,581.687,1230.95,2424.8,5460.932
993,2012-12-20,1443.69,777.69,1035.873,1235.694,577.105,1232.892,2408.8,5442.464
994,2012-12-19,1435.81,777.81,1048.752,1235.657,592.536,1234.832,,5448.134
995,2012-12-18,1446.79,796.79,1046.556,1240.877,594.722,1236.77,2408.8,5426.382
996,2012-12-17,1430.36,788.36,1037.043,1238.454,590.476,1238.705,2408.8,5447.602
997,2012-12-14,1413.58,779.58,1042.38,1235.929,599.282,1240.638,2408.8,5457.889
998,2012-12-13,1419.45,793.45,1041.453,,602.582,1242.569,2408.8,5450.287
999,2012-12-12,1428.48,810.48,1052.271,1244.402,616.209,1244.498,2408.8,5430.586
1000,2012-12-11,1427.84,817.84,1051.614,1246.381,619.747,1246.424,2408.8,5429.285
1001,2012-12-10,1418.55,800.55,1038.6,1241.942,604.418,1244.009,2392.8,5440.051
1002,2012-12-07,1418.07,808.07,1041.228,1243.965,610.844,1245.933,2392.8,5436.091
1003,2012-12-06,1413.94,811.94,1031.481,1244.966,606.384,1247.855,2376.8,5435.22
1004,2012-12-05,1409.28,815.28,1023.48,1245.818,603.459,1249.775,2360.8,5433.554
1005,2012-12-04,1407.05,805.05,1031.463,1243.35,606.596,1247.362,2376.8,5441.258
1006,2012-12-03,1409.46,799.46,1022.499,1242.18,594.822,1244.952,2360.8,5437.265
1007,2012-11-30,1416.18,814.18,1017.666,1246.218,594.681,1246.869,2376.8,5441.811
1008,2012-11-29,1415.95,805.95,1014.894,1244.31,588.353,1244.461,2360.8,5435.735
1009,2012-11-28,1409.93,807.93,1014.561,1244.778,592.172,1246.376,2360.8,5439.584
1010,2012-11-27,1398.94,804.94,1019.952,1243.852,601.031,1248.288,2360.8,5444.02
1011,2012-11-26,1406.29,820.29,1010.7,1248.068,596.996,1250.198,2376.8,5451.331
1012,2012-11-23,1409.15,831.15,1009.575,1251.026,600.117,1252.106,2376.8,5446.909
1013,2012-11-21,1391.03,805.03,991.899,1244.094,580.659,1249.7,2392.8,5490.164
1014,2012-11-20,1387.81,793.81,995.859,1241.343,580.257,1247.297,2376.8,5481.929
1015,2012-11-19,1386.89,784.89,1010.763,,589.498,1244.895,2376.8,5472.987
1016,2012-11-16,1359.88,,996.174,1233.797,580.755,1246.801,2360.8,5498.781
1017,2012-11-15,1353.33,767.33,1034.415,1234.105,618.564,1248.704,2360.8,5473.518
1018,2012-11-14,1355.49,761.49,1033.083,1232.862,613.504,1246.305,2344.8,5463.948
1019,2012-11-13,1374.53,788.53,1033.407,1240.371,617.904,1248.206,2344.8,5442.226
1020,2012-11-12,1380.03,786.03,1010.799,1240.071,594.087,1245.808,2360.8,5465.699
1021,2012-11-09,1379.85,777.85,1000.413,1238.173,581.042,1243.413,2376.8,5485.457
1022,2012-11-08,1377.51,783.51,997.002,1239.666,582.144,1245.312,2360.8,5478.006
1023,2012-11-07,1394.53,808.53,1008.432,1246.616,596.335,1247.208,2360.8,5449.753
1024,2012-11-06,1428.39,850.39,1008.171,1258.319,600.216,1249.103,2376.8,5423.671
1025,2012-11-05,1417.26,831.26,1017.675,1253.336,604.711,1246.71,2392.8,5439.041
1026,2012-11-02,1414.2,836.2,1015.803,1254.629,607.171,1248.602,2392.8,5441.12
1027,2012-11-01,1427.59,857.59,1027.521,1260.566,621.623,1250.491,2392.8,5416.247
1028,2012-10-31,1412.16,850.16,1027.215,1258.365,625.466,1252.379,2376.8,5419.483
1029,2012-10-26,1411.94,841.94,1022.643,1256.459,617.545,1249.988,2360.8,5414.81
1030,2012-10-25,1412.97,850.97,1017.171,1258.906,616.827,1251.873,2344.8,5405.587
1031,2012-10-24,1408.75,854.75,1027.251,1259.868,629.838,1253.756,2344.8,5399.573
1032,2012-10-23,1413.11,851.11,1011.87,1259.257,612.372,1251.367,2344.8,5408.702
1033,2012-10-22,1433.82,879.82,1028.889,1267.274,631.511,1253.248,2344.8,5372.371
1034,2012-10-19,1433.19,887.19,1024.956,1269.254,632.152,1255.126,2360.8,5383.621
1035,2012-10-18,1457.34,903.34,1022.94,1274.252,626.484,1252.739,2360.8,5362.606
1036,2012-10-17,1460.91,898.91,1025.28,1273.424,624.664,1250.355,2360.8,5358.789
1037,2012-10-16,1454.92,884.92,1022.157,1269.888,618.018,1247.973,2344.8,5358.776
1038,2012-10-15,1440.13,878.13,1019.718,1267.855,619.976,1249.849,2344.8,5373.034
1039,2012-10-12,1428.59,874.59,1023.282,1266.74,627.238,1251.723,2344.8,5379.373
1040,2012-10-11,1432.84,870.84,1021.248,1266.104,621.553,1249.343,2328.8,5368.277
1041,2012-10-10,1432.56,878.56,1022.112,1268.183,626.43,1251.214,2312.8,5355.456
1042,2012-10-09,1441.48,895.48,1021.284,1272.874,629.811,1253.083,2312.8,5344.753
1043,2012-10-08,1455.88,901.88,1013.364,1275.124,618.921,1250.705,2312.8,5338.099
1044,2012-10-05,1460.93,914.93,1017.261,1278.72,626.479,1252.572,2296.8,5317.584
1045,2012-10-04,1461.4,923.4,1009.53,1281.015,623.754,1254.437,2296.8,5320.721
1046,2012-10-03,1450.99,904.99,997.83,1276.215,609.518,1252.061,2280.8,5331.844
1047,2012-10-02,1445.75,891.75,989.262,1272.884,598.049,1249.688,2280.8,5345.359
1048,2012-10-01,1444.49,882.49,985.041,1270.685,590.424,1247.316,2280.8,5351.504
1049,2012-09-28,1440.67,886.67,973.296,1271.757,584.141,1249.179,2280.8,5362.097
1050,2012-09-27,1447.15,885.15,959.715,1271.762,568.231,1246.81,2264.8,5357.836
1051,2012-09-26,1433.32,863.32,979.29,1265.98,581.661,1244.443,2280.8,5367.937
1052,2012-09-25,1441.59,879.59,972.828,1270.496,580.049,1246.303,2264.8,5352.318
1053,2012-09-24,1456.89,886.89,976.005,1273.019,578.969,1243.938,2264.8,5336.12
1054,2012-09-21,1460.15,898.15,998.496,1276.11,602.989,1245.795,2280.8,5322.813
1055,2012-09-20,1460.26,890.26,983.061,1274.303,585.432,1243.433,2280.8,5336.395
1056,2012-09-19,1461.05,899.05,989.892,1276.689,595.59,1245.288,2280.8,5327.83
1057,2012-09-18,1459.32,905.32,994.347,1278.357,603.645,1247.142,2280.8,5323.646
1058,2012-09-17,1461.19,915.19,998.937,1281.052,611.82,1248.993,2264.8,5305.751
1059,2012-09-14,1465.77,927.77,1002.159,1284.523,618.785,1250.841,2248.8,5286.219
1060,2012-09-13,1459.99,913.99,997.587,1281.031,610.844,1248.481,2248.8,5297.175
1061,2012-09-12,1436.56,882.56,984.501,1272.489,595.359,1246.122,,5342.488
1062,2012-09-11,1433.56,871.56,981.558,1269.789,588.86,1243.766,2264.8,5349.393
1063,2012-09-10,1429.08,875.08,986.211,1270.665,597.092,1245.613,2280.8,5357.794
1064,2012-09-07,1437.92,891.92,977.589,1275.355,593.558,1247.457,2296.8,5363.338
1065,2012-09-06,1432.12,894.12,998.703,1275.851,616.384,,2312.8,5360.073
1066,2012-09-05,1403.44,857.44,979.749,1265.788,595.689,1246.945,2312.8,5405.294
1067,2012-09-04,1404.94,866.94,988.614,1268.374,607.658,1248.785,,5404.382
